Account_ID,Customer_ID,Account_Type,Currency,Account_Creation_Date,Current_Balance,Date_Last_Bank_Initiated_Activity,Date_Last_Customer_Communication_Any_Type,FTD_Maturity_Date,FTD_Auto_Renewal,Date_Last_FTD_Renewal_Claim_Request,Inv_Maturity_Redemption_Date,SDB_Charges_Outstanding,Date_SDB_Charges_Became_Outstanding,SDB_Tenant_Communication_Received,Unclaimed_Item_Trigger_Date,Unclaimed_Item_Amount,Date_Last_Cust_Initiated_Activity,Bank_Contact_Attempted_Post_Dormancy_Trigger,Date_Last_Bank_Contact_Attempt,Customer_Responded_to_Bank_Contact,Date_Claim_Received,Claim_Successful,Amount_Paid_on_Claim,Scenario_Notes,Customer_Address_Known,Customer_Has_Active_Liability_Account,Customer_Has_Litigation_Regulatory_Reqs,Holder_Has_Activity_On_Any_Other_Account,Is_Asset_Only_Customer_Type,Expected_Account_Dormant,Expected_Requires_Article_3_Process,Expected_Transfer_to_CB_Due
ACC000113,CUST001287,safe_deposit_box,GBP,2020-07-10,602657.4,2021-05-11,2025-02-20,,,,,yes,2025-02-08,yes,,0.0,2021-08-28,no,,no,,no,0.0,Dormant check,no,yes,yes,no,no,no,yes,yes
ACC000114,CUST001819,safe_deposit_box,AED,2016-11-12,259531.84,2018-06-12,2021-03-31,,,,,yes,2022-05-18,no,,0.0,2025-03-03,no,,yes,2022-05-02,pending,0.0,,no,no,yes,no,no,yes,yes,no
ACC000115,CUST000509,current,GBP,2015-12-24,360552.26,2019-02-25,2024-07-16,,,,,no,,,,0.0,2018-11-11,yes,2020-01-24,no,2017-12-16,pending,0.0,Regular review,yes,no,yes,no,no,yes,no,yes
ACC000116,CUST001499,cashier_order,EUR,2018-07-11,738795.29,2019-03-18,2021-01-02,,,,,no,,,2023-11-30,538.97,2021-05-11,no,,no,,no,0.0,Dormant check,yes,no,yes,no,yes,no,yes,yes
ACC000117,CUST000782,bankers_cheque,GBP,2017-09-28,190429.01,2018-01-09,2024-04-01,,,,,no,,,2024-01-12,18.63,2022-06-06,no,,no,2018-07-19,pending,0.0,Dormant check,no,yes,no,yes,yes,yes,yes,yes
ACC000118,CUST000636,bank_draft,EUR,2021-03-12,392211.26,2023-01-15,2022-11-17,,,,,no,,,2023-07-09,495.58,2025-03-09,no,,yes,,no,0.0,Regular review,no,no,yes,no,yes,yes,no,yes
ACC000119,CUST001711,fixed_deposit,SAR,2015-08-02,423128.41,2021-02-14,2024-01-09,2015-09-27,yes,2021-10-04,,no,,,,0.0,2025-03-17,no,,yes,2015-11-01,no,0.0,Regular review,yes,yes,no,no,no,no,no,yes
ACC000120,CUST000068,safe_deposit_box,INR,2022-10-31,662301.56,2022-11-28,2023-09-25,,,,,yes,2024-04-25,no,,0.0,2025-02-04,yes,2023-02-15,no,2024-06-21,no,0.0,Regular review,no,no,no,yes,no,yes,yes,no
ACC000121,CUST001198,investment,USD,2016-11-19,45449.07,2017-05-04,2020-12-07,,,,2025-05-06,no,,,,0.0,2018-09-03,yes,2021-09-02,no,2022-03-01,yes,0.0,Dormant check,yes,yes,yes,yes,no,no,no,no
ACC000122,CUST001156,call,INR,2022-09-24,836262.1,2023-04-04,2023-06-12,,,,,no,,,,0.0,2025-05-12,yes,2023-09-25,no,2024-03-14,no,0.0,Regular review,no,yes,no,no,yes,no,yes,yes
ACC000123,CUST001859,bankers_cheque,AED,2021-02-16,636896.81,2022-08-31,2024-02-09,,,,,no,,,2021-02-17,589.21,2024-12-25,no,,yes,2024-11-03,yes,476.6,Regular review,no,no,yes,yes,no,no,yes,no
ACC000124,CUST001962,call,USD,2016-08-23,9762.98,2019-02-14,2016-12-15,,,,,no,,,,0.0,2021-02-18,no,,yes,2024-06-11,no,0.0,Dormant check,no,no,no,yes,no,yes,yes,yes
ACC000125,CUST001763,bank_draft,INR,2021-06-26,770663.29,2022-12-14,2024-01-27,,,,,no,,,2024-12-03,971.9,2024-12-30,yes,2023-12-27,yes,,no,0.0,Regular review,yes,yes,yes,yes,no,no,yes,no
ACC000126,CUST001074,safe_deposit_box,INR,2016-03-07,38471.77,2018-08-30,2022-01-19,,,,,yes,2023-09-20,yes,,0.0,2024-11-23,no,,yes,,no,0.0,Dormant check,yes,yes,yes,no,yes,yes,no,yes
ACC000127,CUST001480,current,AED,2020-07-20,67541.49,2023-03-08,2024-11-10,,,,,no,,,,0.0,2023-02-17,no,,yes,,no,0.0,Regular review,no,yes,no,yes,yes,yes,yes,yes
ACC000128,CUST001217,current,AED,2020-11-01,773444.82,2021-08-27,2023-11-19,,,,,no,,,,0.0,2024-07-07,yes,2021-10-26,yes,2022-10-16,pending,0.0,,yes,no,yes,yes,yes,no,no,yes
ACC000129,CUST001616,cashier_order,INR,2021-07-31,114882.27,2021-12-19,2022-05-24,,,,,no,,,2024-08-20,788.55,2021-10-28,yes,2024-03-26,no,,no,0.0,Dormant check,no,yes,yes,no,yes,no,no,no
ACC000130,CUST000435,investment,INR,2021-09-14,245461.27,2024-04-17,2023-03-16,,,,2022-10-24,no,,,,0.0,2022-08-29,yes,2024-01-29,yes,2022-08-02,yes,0.0,Regular review,no,yes,yes,yes,yes,no,no,no
ACC000131,CUST001264,fixed_deposit,SAR,2015-07-09,23332.49,2020-07-01,2019-09-24,2024-04-27,no,2024-08-22,,no,,,,0.0,2021-03-24,no,,no,2015-12-22,no,0.0,Dormant check,yes,yes,yes,no,no,yes,yes,yes
ACC000132,CUST000778,cashier_order,AED,2017-04-06,553972.15,2020-07-25,2018-06-06,,,,,no,,,2022-07-31,141.79,2023-12-20,no,,yes,,no,0.0,Regular review,yes,no,yes,yes,no,yes,yes,no
ACC000133,CUST000301,bankers_cheque,AED,2020-05-14,542395.32,2022-09-05,2022-09-02,,,,,no,,,2024-04-09,246.83,2024-12-31,yes,2023-05-04,yes,,no,0.0,Dormant check,no,yes,no,yes,no,no,no,yes
ACC000134,CUST001994,current,USD,2023-10-03,70108.52,2025-03-14,2024-03-28,,,,,no,,,,0.0,2023-10-07,yes,2024-04-30,no,,no,0.0,Regular review,yes,no,yes,yes,no,yes,yes,yes
ACC000135,CUST001904,cashier_order,EUR,2019-06-30,325648.87,2019-07-21,2025-03-13,,,,,no,,,2020-06-11,394.36,2021-07-23,no,,yes,,no,0.0,,no,yes,yes,yes,no,yes,yes,no
ACC000136,CUST001859,bankers_cheque,SAR,2019-08-30,898807.34,2020-07-19,2025-03-30,,,,,no,,,2021-10-19,647.91,2021-10-04,yes,2020-06-13,yes,2024-12-11,yes,517.49,,yes,yes,no,yes,yes,yes,no,yes
ACC000137,CUST000346,cashier_order,GBP,2019-07-11,419611.61,2023-08-19,2023-06-13,,,,,no,,,2021-01-29,380.91,2019-12-08,yes,2022-12-06,no,,no,0.0,,no,yes,yes,yes,no,no,yes,no
ACC000138,CUST000406,safe_deposit_box,SAR,2021-12-17,958913.63,2023-09-01,2024-03-03,,,,,yes,2022-09-14,yes,,0.0,2024-09-04,no,,no,,no,0.0,Regular review,no,no,yes,yes,no,yes,yes,no
ACC000139,CUST000043,investment,SAR,2016-08-27,651169.81,2017-08-10,2024-09-10,,,,2017-11-19,no,,,,0.0,2023-04-07,no,,yes,2017-03-28,pending,0.0,,no,no,yes,no,no,yes,no,yes
ACC000140,CUST000331,safe_deposit_box,AED,2021-05-29,615353.76,2022-01-22,2022-03-24,,,,,yes,2024-01-26,yes,,0.0,2022-03-30,yes,2023-10-16,no,,no,0.0,Dormant check,yes,no,yes,no,no,yes,yes,yes
ACC000141,CUST000458,cashier_order,EUR,2015-08-02,603185.77,2023-12-23,2021-02-06,,,,,no,,,2020-05-24,786.72,2024-05-24,no,,yes,2017-08-22,pending,0.0,,yes,no,yes,no,yes,no,no,yes
ACC000142,CUST001692,investment,EUR,2022-05-20,739895.14,2024-10-02,2025-03-04,,,,2024-05-28,no,,,,0.0,2022-07-19,yes,2025-02-11,yes,2023-10-09,pending,0.0,Regular review,yes,no,no,no,yes,no,no,no
ACC000143,CUST000204,call,EUR,2016-02-04,620866.01,2016-07-24,2018-12-19,,,,,no,,,,0.0,2019-07-23,no,,no,2023-04-06,yes,0.0,,yes,no,yes,yes,no,no,yes,yes
ACC000144,CUST000578,fixed_deposit,AED,2021-10-18,946157.12,2023-10-27,2023-08-22,2023-09-15,no,2024-01-04,,no,,,,0.0,2024-01-08,no,,yes,,no,0.0,Regular review,no,yes,yes,yes,no,yes,yes,no
ACC000145,CUST001236,bankers_cheque,AED,2024-04-25,618851.27,2025-02-13,2024-12-11,,,,,no,,,2024-05-28,817.42,2024-05-29,no,,no,2025-02-09,yes,178.21,,yes,yes,yes,no,no,no,yes,no
ACC000146,CUST001064,bank_draft,EUR,2016-05-29,963700.11,2017-08-19,2017-07-21,,,,,no,,,2025-03-06,331.87,2021-08-28,no,,no,2017-04-21,yes,263.07,Regular review,yes,no,yes,no,no,yes,yes,no
ACC000147,CUST000272,safe_deposit_box,GBP,2020-12-28,760555.96,2025-03-09,2022-12-02,,,,,yes,2023-05-05,no,,0.0,2023-01-16,yes,2023-09-07,yes,,no,0.0,Dormant check,yes,no,no,no,no,no,no,no
ACC000148,CUST000457,bankers_cheque,INR,2023-02-13,119057.57,2025-03-10,2024-11-13,,,,,no,,,2024-07-31,861.94,2024-06-21,no,,no,2023-10-06,no,0.0,Dormant check,yes,yes,yes,no,no,yes,yes,yes
ACC000149,CUST001470,call,USD,2017-12-11,860704.99,2020-05-11,2022-03-23,,,,,no,,,,0.0,2021-01-17,yes,2021-11-22,yes,,no,0.0,,no,no,yes,yes,yes,no,no,no
ACC000150,CUST001901,investment,USD,2017-10-24,325389.95,2019-07-01,2018-08-30,,,,2022-04-09,no,,,,0.0,2022-09-04,yes,2024-09-10,yes,,no,0.0,Regular review,yes,yes,yes,no,no,no,yes,no
ACC000151,CUST001413,bank_draft,EUR,2019-07-14,720413.94,2020-08-06,2024-02-03,,,,,no,,,2021-09-17,528.33,2022-04-20,no,,no,,no,0.0,Dormant check,no,no,yes,no,no,no,yes,yes
ACC000152,CUST001832,investment,AED,2019-11-05,142547.42,2022-02-27,2021-09-11,,,,2022-06-24,no,,,,0.0,2024-01-14,no,,yes,,no,0.0,Dormant check,yes,yes,yes,yes,no,no,no,no
ACC000153,CUST000864,bank_draft,EUR,2023-05-18,455651.49,2025-01-01,2023-06-27,,,,,no,,,2024-07-19,567.45,2023-12-12,yes,2025-02-03,yes,,no,0.0,Regular review,no,yes,no,yes,no,yes,no,no
ACC000154,CUST000953,safe_deposit_box,GBP,2017-04-28,829734.05,2018-08-21,2022-06-04,,,,,yes,2021-03-12,no,,0.0,2022-11-07,yes,2021-12-07,yes,2018-12-28,yes,0.0,,yes,no,yes,yes,yes,yes,no,no
ACC000155,CUST001169,call,GBP,2016-10-14,501848.91,2021-12-10,2018-12-09,,,,,no,,,,0.0,2021-03-11,no,,no,2017-07-11,pending,0.0,,no,yes,yes,no,no,no,yes,yes
ACC000156,CUST000887,call,EUR,2015-10-15,546271.04,2018-04-30,2024-08-20,,,,,no,,,,0.0,2023-09-29,no,,yes,,no,0.0,Dormant check,yes,no,yes,yes,no,no,no,no
ACC000157,CUST000126,saving,SAR,2021-01-08,541208.08,2023-01-01,2025-04-08,,,,,no,,,,0.0,2023-02-04,yes,2022-12-25,no,2024-04-11,no,0.0,Regular review,yes,no,no,yes,no,no,yes,no
ACC000158,CUST001406,saving,EUR,2020-02-01,898748.49,2021-07-22,2025-02-20,,,,,no,,,,0.0,2022-03-15,yes,2023-01-10,yes,,no,0.0,,yes,yes,yes,yes,no,yes,yes,no
ACC000159,CUST000878,bank_draft,USD,2019-09-10,138362.51,2020-06-15,2022-06-18,,,,,no,,,2022-05-27,21.03,2024-11-04,no,,no,,no,0.0,,no,no,no,yes,yes,no,no,yes
ACC000160,CUST001267,bankers_cheque,EUR,2019-11-10,267364.92,2021-12-05,2024-01-16,,,,,no,,,2023-12-05,296.52,2021-03-30,no,,no,2024-03-22,pending,0.0,,yes,no,yes,no,yes,yes,no,no
ACC000161,CUST000147,fixed_deposit,INR,2023-01-12,461280.02,2024-06-02,2023-08-14,2024-04-21,yes,2024-10-15,,no,,,,0.0,2023-12-30,no,,no,,no,0.0,Dormant check,no,no,yes,yes,yes,yes,yes,yes
ACC000162,CUST000703,cashier_order,GBP,2021-09-14,529063.45,2024-10-24,2025-01-11,,,,,no,,,2024-09-18,758.81,2024-05-10,no,,no,,no,0.0,Dormant check,no,no,yes,no,yes,no,yes,yes
ACC000163,CUST001933,fixed_deposit,USD,2023-02-12,195663.07,2024-05-29,2024-07-05,2025-03-01,no,2025-04-01,,no,,,,0.0,2023-07-23,no,,no,,no,0.0,Dormant check,yes,yes,no,no,yes,no,no,no
ACC000164,CUST001578,call,AED,2022-02-21,442633.56,2024-06-19,2022-12-29,,,,,no,,,,0.0,2023-09-05,no,,yes,,no,0.0,Regular review,yes,no,yes,yes,yes,no,yes,yes
ACC000165,CUST000421,call,SAR,2023-08-31,97128.88,2025-02-02,2023-11-11,,,,,no,,,,0.0,2024-05-19,no,,yes,2024-02-26,no,0.0,Dormant check,no,no,no,yes,yes,yes,no,no
ACC000166,CUST000781,bankers_cheque,USD,2020-12-17,615226.33,2021-07-10,2023-10-11,,,,,no,,,2021-04-02,481.29,2022-07-21,yes,2023-12-13,yes,,no,0.0,Dormant check,yes,no,yes,no,no,yes,no,no
ACC000167,CUST001872,current,EUR,2016-12-08,919062.16,2024-09-28,2023-09-02,,,,,no,,,,0.0,2021-09-27,no,,yes,2018-08-12,no,0.0,Dormant check,yes,yes,yes,yes,no,yes,no,no
ACC000168,CUST001585,current,AED,2015-09-14,683733.3,2021-11-30,2018-02-12,,,,,no,,,,0.0,2020-12-24,no,,yes,,no,0.0,Dormant check,no,no,yes,no,yes,yes,no,no
ACC000169,CUST000190,cashier_order,AED,2023-03-11,727660.19,2024-11-25,2024-11-06,,,,,no,,,2024-02-17,512.21,2025-01-16,no,,no,2023-07-17,yes,92.52,,yes,no,yes,no,yes,no,no,no
ACC000170,CUST001778,bank_draft,AED,2023-09-10,800393.29,2025-04-10,2024-04-19,,,,,no,,,2024-03-02,98.62,2024-01-20,no,,no,2024-12-04,pending,0.0,Dormant check,yes,yes,yes,no,no,yes,yes,yes
ACC000171,CUST000185,bank_draft,INR,2017-06-24,598290.65,2018-03-03,2023-03-19,,,,,no,,,2024-07-22,566.14,2024-10-03,yes,2025-04-13,yes,,no,0.0,Dormant check,no,yes,no,no,no,yes,no,no
ACC000172,CUST000035,fixed_deposit,GBP,2020-11-12,966527.47,2023-08-03,2022-05-25,2021-03-21,yes,2022-01-02,,no,,,,0.0,2021-12-14,yes,2023-07-17,no,,no,0.0,Dormant check,yes,no,yes,no,yes,no,no,no
ACC000173,CUST000880,bank_draft,GBP,2018-10-29,589122.38,2019-05-21,2019-07-09,,,,,no,,,2019-09-24,849.56,2020-04-10,no,,no,,no,0.0,,yes,yes,no,no,yes,no,yes,yes
ACC000174,CUST001604,bank_draft,AED,2021-10-31,216243.56,2023-01-10,2022-10-02,,,,,no,,,2025-01-23,899.97,2024-11-12,no,,yes,2022-09-12,pending,0.0,Regular review,no,yes,no,yes,no,no,yes,yes
ACC000175,CUST001318,bankers_cheque,INR,2017-09-09,504055.58,2019-12-18,2025-03-29,,,,,no,,,2021-12-22,206.03,2018-05-02,yes,2020-07-12,yes,2022-10-15,pending,0.0,Regular review,no,yes,yes,yes,yes,no,no,yes
ACC000176,CUST001302,bank_draft,AED,2016-02-08,950479.74,2024-09-19,2022-06-01,,,,,no,,,2018-09-20,675.96,2021-12-28,yes,2018-03-16,no,2017-04-27,no,0.0,,no,no,no,yes,no,yes,no,yes
ACC000177,CUST000837,call,USD,2018-11-13,88352.74,2019-03-22,2020-11-04,,,,,no,,,,0.0,2025-03-25,yes,2024-11-11,yes,2022-09-10,yes,0.0,,yes,yes,yes,no,no,yes,yes,no
ACC000178,CUST001599,bank_draft,EUR,2016-01-26,746092.47,2017-05-24,2021-01-14,,,,,no,,,2020-12-18,665.14,2019-06-17,no,,yes,2022-08-23,no,0.0,,no,no,yes,yes,yes,no,no,no
ACC000179,CUST001215,fixed_deposit,AED,2016-11-29,775255.12,2021-03-15,2020-03-23,2023-11-04,yes,2025-04-02,,no,,,,0.0,2021-10-05,no,,no,2017-03-05,no,0.0,Regular review,no,no,no,yes,yes,yes,yes,yes
ACC000180,CUST000895,bankers_cheque,USD,2016-08-26,166016.22,2022-02-07,2021-09-28,,,,,no,,,2017-04-12,439.93,2024-12-14,yes,2025-04-24,no,2018-06-27,yes,208.01,Regular review,yes,no,yes,no,yes,no,no,yes
ACC000181,CUST000124,current,INR,2022-11-30,383834.44,2024-01-13,2023-08-11,,,,,no,,,,0.0,2023-08-10,yes,2023-10-23,yes,,no,0.0,Regular review,no,no,no,yes,no,yes,no,yes
ACC000182,CUST001159,call,EUR,2016-11-07,94828.82,2019-03-02,2019-09-30,,,,,no,,,,0.0,2021-02-09,no,,no,2023-06-19,no,0.0,,no,yes,no,yes,yes,yes,yes,no
ACC000183,CUST001250,bankers_cheque,GBP,2024-04-28,796318.53,2025-04-29,2024-08-28,,,,,no,,,2025-04-16,737.41,2025-02-03,no,,yes,,no,0.0,,no,no,yes,yes,yes,no,yes,yes
ACC000184,CUST001228,bankers_cheque,AED,2021-01-20,641451.99,2023-08-10,2024-11-10,,,,,no,,,2022-12-17,699.9,2024-04-05,no,,no,2023-06-20,no,0.0,Dormant check,no,yes,yes,no,yes,no,yes,yes
ACC000185,CUST000445,safe_deposit_box,USD,2015-08-23,442438.8,2020-04-14,2022-09-21,,,,,yes,2024-07-11,no,,0.0,2025-05-11,no,,yes,2016-06-28,yes,0.0,,no,yes,yes,no,no,yes,yes,no
ACC000186,CUST001828,fixed_deposit,AED,2015-09-09,873748.59,2023-11-23,2024-10-09,2019-09-19,no,2022-05-25,,no,,,,0.0,2022-03-27,no,,no,2018-11-24,yes,0.0,,no,yes,yes,yes,yes,no,no,yes
ACC000187,CUST000322,call,AED,2023-06-07,187553.63,2024-03-22,2024-04-13,,,,,no,,,,0.0,2025-03-10,yes,2024-12-26,no,2024-08-03,pending,0.0,,no,no,no,no,yes,yes,yes,no
ACC000188,CUST001154,current,AED,2016-04-27,379863.65,2022-02-25,2021-07-12,,,,,no,,,,0.0,2017-05-15,yes,2018-05-24,no,2020-02-16,yes,0.0,Dormant check,no,yes,yes,yes,yes,yes,yes,no
ACC000189,CUST000078,fixed_deposit,INR,2020-12-25,669782.53,2021-09-25,2021-02-14,2022-07-29,no,2024-01-02,,no,,,,0.0,2024-03-23,yes,2023-12-17,no,2022-10-02,yes,0.0,,no,yes,no,no,no,no,no,no
ACC000190,CUST000454,bank_draft,INR,2020-09-05,329700.2,2025-03-09,2024-12-11,,,,,no,,,2023-03-16,516.02,2024-05-02,yes,2021-03-29,yes,2021-01-26,yes,20.49,Regular review,yes,no,yes,no,yes,yes,yes,no
ACC000191,CUST000378,bankers_cheque,GBP,2018-12-20,112698.62,2021-01-21,2020-07-08,,,,,no,,,2021-10-19,589.38,2023-04-02,no,,no,,no,0.0,Regular review,yes,yes,yes,yes,yes,yes,yes,no
ACC000192,CUST000647,investment,EUR,2024-04-10,128426.08,2024-08-23,2024-07-27,,,,2024-06-28,no,,,,0.0,2024-08-14,yes,2025-04-18,yes,2025-01-28,no,0.0,,no,no,yes,yes,yes,yes,no,no
ACC000193,CUST000974,cashier_order,SAR,2016-05-30,494618.42,2018-07-20,2020-10-28,,,,,no,,,2021-08-24,255.39,2025-01-29,no,,yes,,no,0.0,Dormant check,no,yes,no,no,yes,yes,no,yes
ACC000194,CUST000589,cashier_order,INR,2020-11-27,800057.31,2022-07-25,2024-11-11,,,,,no,,,2022-11-11,767.73,2023-02-22,yes,2022-03-20,yes,2023-10-13,yes,536.21,,yes,yes,yes,no,no,no,no,yes
ACC000195,CUST001077,bankers_cheque,USD,2016-11-06,66571.68,2022-05-29,2024-04-08,,,,,no,,,2022-02-06,689.07,2021-12-23,no,,no,,no,0.0,Dormant check,yes,yes,no,yes,no,no,yes,yes
ACC000196,CUST000899,cashier_order,SAR,2019-01-02,300566.14,2023-05-04,2019-12-21,,,,,no,,,2020-11-05,432.04,2020-06-05,no,,no,,no,0.0,,no,no,no,yes,no,no,yes,yes
ACC000197,CUST001926,current,AED,2017-06-04,680799.4,2021-10-20,2023-12-25,,,,,no,,,,0.0,2018-06-07,yes,2021-02-23,no,,no,0.0,,yes,yes,yes,yes,no,yes,yes,no
ACC000198,CUST001544,bankers_cheque,AED,2020-11-01,977663.53,2021-05-22,2022-10-19,,,,,no,,,2021-03-18,584.73,2022-09-13,no,,no,,no,0.0,,no,yes,yes,yes,no,yes,no,yes
ACC000199,CUST000616,bank_draft,INR,2016-06-17,360768.7,2021-07-21,2018-08-25,,,,,no,,,2022-07-27,821.32,2018-09-07,yes,2017-12-11,yes,2021-10-15,pending,0.0,Dormant check,yes,no,no,no,yes,no,no,yes
ACC000200,CUST000685,investment,USD,2018-12-11,952231.73,2022-04-13,2020-08-03,,,,2020-02-27,no,,,,0.0,2025-03-09,yes,2020-12-06,yes,2019-06-28,yes,0.0,,yes,yes,no,yes,no,no,yes,yes
ACC000201,CUST001321,cashier_order,EUR,2016-08-09,264367.67,2024-11-24,2019-04-28,,,,,no,,,2020-06-23,134.37,2020-01-02,no,,no,,no,0.0,Dormant check,yes,no,no,yes,yes,yes,yes,no
ACC000202,CUST000267,call,USD,2022-02-15,306352.88,2025-04-07,2025-01-04,,,,,no,,,,0.0,2025-03-08,no,,yes,2025-03-22,no,0.0,Dormant check,no,yes,yes,yes,yes,yes,yes,no
ACC000203,CUST000037,cashier_order,GBP,2023-05-20,595417.94,2023-10-20,2025-02-24,,,,,no,,,2023-07-18,133.16,2024-10-23,no,,no,,no,0.0,Dormant check,yes,yes,yes,no,no,yes,yes,yes
ACC000204,CUST000085,fixed_deposit,EUR,2020-10-04,58449.63,2022-05-05,2023-06-24,2024-04-21,no,2025-01-27,,no,,,,0.0,2020-10-31,yes,2023-10-25,no,2023-12-29,yes,0.0,Regular review,yes,no,yes,no,yes,no,yes,yes
ACC000205,CUST000973,saving,EUR,2023-08-03,931586.31,2024-07-02,2023-09-13,,,,,no,,,,0.0,2025-01-29,no,,no,2024-10-24,yes,0.0,Dormant check,yes,yes,no,yes,yes,yes,yes,yes
ACC000206,CUST000550,current,EUR,2024-03-03,15159.52,2024-08-25,2025-01-01,,,,,no,,,,0.0,2025-02-08,yes,2024-03-08,no,,no,0.0,,yes,no,yes,no,no,yes,no,no
ACC000207,CUST000436,bank_draft,AED,2022-08-02,905385.37,2024-10-24,2024-09-15,,,,,no,,,2025-04-02,409.67,2023-03-15,yes,2023-12-26,no,2024-12-31,pending,0.0,Dormant check,yes,no,no,no,no,yes,no,no
ACC000208,CUST001429,cashier_order,INR,2018-11-24,545380.72,2023-12-27,2021-07-15,,,,,no,,,2023-10-29,757.32,2021-10-23,no,,yes,,no,0.0,Dormant check,no,yes,no,yes,no,yes,yes,no
ACC000209,CUST001177,bankers_cheque,INR,2022-12-14,871693.75,2024-04-30,2023-10-25,,,,,no,,,2023-12-05,145.22,2024-01-03,yes,2024-09-08,no,2024-09-18,pending,0.0,,no,no,no,no,yes,no,yes,no
ACC000210,CUST000976,saving,USD,2021-08-10,600400.85,2022-07-04,2025-03-18,,,,,no,,,,0.0,2021-10-07,yes,2022-02-14,no,2023-07-08,yes,0.0,Dormant check,yes,no,no,yes,no,yes,no,yes
ACC000211,CUST001052,saving,SAR,2023-06-15,672507.85,2025-04-17,2025-03-01,,,,,no,,,,0.0,2025-03-18,no,,yes,,no,0.0,,yes,no,yes,yes,no,no,yes,yes
ACC000212,CUST001781,fixed_deposit,AED,2017-11-06,66393.09,2025-04-11,2025-01-19,2019-03-22,yes,2022-08-10,,no,,,,0.0,2023-05-23,no,,no,,no,0.0,Dormant check,no,no,no,yes,yes,no,no,yes
ACC000213,CUST001556,investment,SAR,2023-04-16,952636.54,2023-09-13,2023-04-17,,,,2023-09-27,no,,,,0.0,2024-05-26,no,,yes,,no,0.0,,yes,yes,yes,yes,yes,yes,no,yes
ACC000214,CUST001194,current,INR,2017-07-25,677853.87,2023-01-25,2018-10-10,,,,,no,,,,0.0,2023-09-25,yes,2022-03-22,yes,,no,0.0,Regular review,yes,no,yes,yes,no,yes,no,no
ACC000215,CUST001276,current,USD,2021-06-02,854150.04,2021-07-31,2024-10-30,,,,,no,,,,0.0,2022-10-16,no,,yes,2024-11-11,no,0.0,Dormant check,yes,yes,no,no,no,yes,yes,yes
ACC000216,CUST000710,investment,GBP,2022-10-27,961665.67,2023-08-10,2024-06-22,,,,2024-09-05,no,,,,0.0,2024-10-25,yes,2022-11-14,no,2023-01-17,no,0.0,Dormant check,yes,yes,yes,yes,no,no,yes,no
ACC000217,CUST000889,safe_deposit_box,INR,2017-08-27,175283.04,2024-07-07,2024-12-10,,,,,yes,2022-02-26,yes,,0.0,2021-04-13,yes,2018-06-21,no,2021-04-08,no,0.0,Regular review,yes,no,no,no,yes,no,yes,yes
ACC000218,CUST000856,cashier_order,AED,2017-02-03,935511.2,2024-10-29,2018-12-09,,,,,no,,,2017-11-02,748.24,2025-03-17,no,,yes,,no,0.0,Dormant check,no,yes,yes,yes,no,yes,no,no
ACC000219,CUST001531,call,GBP,2018-06-01,241314.64,2021-07-13,2023-01-28,,,,,no,,,,0.0,2021-01-11,no,,yes,2018-06-11,yes,0.0,Regular review,no,no,no,no,no,no,yes,no
ACC000220,CUST000240,current,USD,2016-02-22,767232.53,2020-02-03,2017-05-25,,,,,no,,,,0.0,2020-01-11,no,,yes,,no,0.0,Dormant check,yes,yes,yes,yes,yes,no,yes,no
ACC000221,CUST000495,bankers_cheque,INR,2020-11-21,593785.6,2024-03-28,2024-02-14,,,,,no,,,2022-04-30,575.58,2022-02-25,yes,2024-02-21,yes,2021-04-16,no,0.0,Dormant check,no,no,no,yes,yes,yes,yes,no
ACC000222,CUST001388,cashier_order,INR,2019-09-13,250239.13,2025-01-10,2020-10-03,,,,,no,,,2022-11-07,923.16,2021-02-05,yes,2020-06-10,yes,,no,0.0,,no,no,yes,no,yes,no,no,no
ACC000223,CUST001573,cashier_order,INR,2019-02-08,301607.69,2024-11-26,2024-12-24,,,,,no,,,2020-07-23,161.44,2023-03-09,yes,2022-07-20,yes,2021-06-30,yes,101.2,,yes,yes,no,yes,no,yes,no,yes
ACC000224,CUST000715,saving,EUR,2016-05-21,474598.87,2021-05-26,2018-12-08,,,,,no,,,,0.0,2021-09-28,yes,2019-02-19,yes,,no,0.0,,no,no,yes,no,no,yes,yes,no
ACC000225,CUST001028,safe_deposit_box,SAR,2018-01-22,348677.18,2020-12-22,2024-09-17,,,,,yes,2021-09-23,yes,,0.0,2018-04-10,yes,2025-02-15,yes,2022-06-05,pending,0.0,Dormant check,yes,no,no,no,yes,no,no,yes
ACC000226,CUST001965,fixed_deposit,AED,2023-03-15,994517.25,2024-08-05,2023-03-15,2024-07-30,no,2025-04-23,,no,,,,0.0,2023-05-11,no,,no,2023-12-02,yes,0.0,Dormant check,no,no,no,yes,yes,yes,yes,yes
ACC000227,CUST001432,bankers_cheque,AED,2016-05-02,767991.32,2022-10-23,2018-01-11,,,,,no,,,2016-11-27,565.98,2023-01-27,yes,2019-01-30,no,2021-11-11,pending,0.0,Dormant check,no,no,no,no,no,yes,no,yes
ACC000228,CUST000687,safe_deposit_box,USD,2019-02-21,661514.35,2021-08-09,2019-04-25,,,,,yes,2019-12-01,yes,,0.0,2020-01-21,no,,yes,2019-06-29,yes,0.0,Regular review,no,no,no,yes,yes,no,no,no
